date_reported,clsd,offense,location,theft_code,hate_bias,dayofweek,cpd_neighborhood,weapons,victim_age,victim_race,suspect_age,suspect_race
6/25/2019 10:57,I--INVESTIGATION PENDING,THEFT,38-VARIETY/CONVENIENCE STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,TUESDAY,ROSELAWN,99 - NONE,UNKNOWN,NA,UNKNOWN,BLACK
4/24/2019 17:01,J--CLOSED,TAKING THE IDENTITY OF ANOTHER,01-SINGLE FAMILY HOME,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,C. B. D. / RIVERFRONT,99 - NONE,26-30,WHITE,UNKNOWN,NA
5/20/2019 12:38,Z--EARLY CLOSED,THEFT,47-STREET,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON,99 - NONE,18-25,BLACK,UNKNOWN,NA
3/8/2019 0:40,K--UNFOUNDED,THEFT,26-BAR,23A-POCKET-PICKING,N--NO BIAS/NOT APPLICABLE,FRIDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,26-30,BLACK,18-25,BLACK
3/8/2019 0:40,K--UNFOUNDED,THEFT,26-BAR,23A-POCKET-PICKING,N--NO BIAS/NOT APPLICABLE,FRIDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,26-30,BLACK,18-25,BLACK
6/18/2019 11:05,J--CLOSED,RAPE,49-PARK/PLAYGROUND,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,WEST PRICE HILL,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",ADULT (18+),WHITE,18-25,BLACK
6/18/2019 11:05,J--CLOSED,RAPE,49-PARK/PLAYGROUND,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,WEST PRICE HILL,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",ADULT (18+),WHITE,18-25,BLACK
6/18/2019 11:05,J--CLOSED,RAPE,49-PARK/PLAYGROUND,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,WEST PRICE HILL,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",ADULT (18+),WHITE,18-25,BLACK
7/8/2019 16:03,I--INVESTIGATION PENDING,CRIMINAL DAMAGING/ENDANGERING,29-GAS STATION,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,NORTHSIDE,99 - NONE,UNKNOWN,NA,31-40,WHITE
2/23/2019 2:05,J--CLOSED,THEFT,38-VARIETY/CONVENIENCE STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,SATURDAY,PLEASANT RIDGE,99 - NONE,UNKNOWN,NA,UNKNOWN,BLACK
7/3/2019 12:27,Z--EARLY CLOSED,THEFT,02-MULTI FAMILY,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,MONDAY,WALNUT HILLS,99 - NONE,51-60,WHITE,UNKNOWN,NA
2/13/2019 14:30,K--UNFOUNDED,RAPE,01-SINGLE FAMILY HOME,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,BONDHILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",JUVENILE (UNDER 18),BLACK,UNDER 18,BLACK
5/7/2019 10:32,J--CLOSED,THEFT,40-OTHER RETAIL STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,TUESDAY,OAKLEY,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
2/13/2019 23:07,F--CLEARED BY ARREST - ADULT,ENDANGERING CHILDREN,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,CLIFTON/UNIVERSITY HEIGHTS,15 - OTHER FIREARM,51-60,BLACK,UNKNOWN,NA
2/7/2019 13:20,Z--EARLY CLOSED,THEFT,16-FINANCIAL INSTITUTION,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,AVONDALE,99 - NONE,61-70,BLACK,UNKNOWN,NA
7/29/2019 14:51,Z--EARLY CLOSED,ASSAULT,40-OTHER RETAIL STORE,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,WEST PRICE HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,UNKNOWN,18-25,WHITE
4/14/2019 17:50,Z--EARLY CLOSED,THEFT,47-STREET,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,SATURDAY,CLIFTON,99 - NONE,31-40,BLACK,UNKNOWN,NA
6/21/2019 12:04,J--CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,FRIDAY,NORTHSIDE,99 - NONE,41-50,WHITE,UNKNOWN,NA
1/21/2019 2:08,F--CLEARED BY ARREST - ADULT,CRIMINAL DAMAGING/ENDANGERING,23-RECREATION / ENTERTAINMENT CENTER,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,C. B. D. / RIVERFRONT,80 - OTHER WEAPON,31-40,BLACK,UNKNOWN,NA
6/13/2019 22:00,D--VICTIM REFUSED TO COOPERATE,ASSAULT,26-BAR,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,C. B. D. / RIVERFRONT,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,BLACK,26-30,BLACK
7/5/2019 4:58,F--CLEARED BY ARREST - ADULT,MENACING,38-VARIETY/CONVENIENCE STORE,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,CORRYVILLE,99 - NONE,51-60,BLACK,UNKNOWN,NA
5/10/2019 16:48,J--CLOSED,THEFT,49-PARK/PLAYGROUND,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,FRIDAY,CAMP  WASHINGTON,99 - NONE,61-70,BLACK,UNKNOWN,NA
5/25/2019 11:15,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,SATURDAY,CORRYVILLE,99 - NONE,18-25,BLACK,UNKNOWN,NA
1/6/2019 18:22,Z--EARLY CLOSED,ASSAULT,26-BAR,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,C. B. D. / RIVERFRONT,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,BLACK,18-25,BLACK
7/26/2019 15:27,I--INVESTIGATION PENDING,RAPE,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,EAST PRICE HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),WHITE,31-40,BLACK
7/11/2019 0:28,Z--EARLY CLOSED,ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,CORRYVILLE,80 - OTHER WEAPON,UNDER 18,BLACK,UNKNOWN,NA
7/11/2019 0:28,Z--EARLY CLOSED,ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,CORRYVILLE,80 - OTHER WEAPON,UNDER 18,BLACK,UNKNOWN,NA
7/11/2019 0:28,Z--EARLY CLOSED,ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,CORRYVILLE,80 - OTHER WEAPON,UNDER 18,BLACK,UNKNOWN,NA
3/9/2019 20:20,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,COLLEGE  HILL,U - UNKNOWN,61-70,BLACK,UNKNOWN,NA
5/31/2019 0:19,Z--EARLY CLOSED,AGGRAVATED MENACING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,WALNUT HILLS,99 - NONE,41-50,BLACK,51-60,BLACK
4/22/2019 3:40,F--CLEARED BY ARREST - ADULT,DOMESTIC VIOLENCE,52-OTHER OUTSIDE LOCATION,NA,88--DOMESTIC VIOLENCE,MONDAY,NORTHSIDE,12 - HANDGUN,41-50,BLACK,41-50,BLACK
7/29/2019 18:40,I--INVESTIGATION PENDING,RAPE,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,WEST PRICE HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",JUVENILE (UNDER 18),BLACK,31-40,BLACK
1/7/2019 5:18,J--CLOSED,RAPE,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,SOUTH  FAIRMOUNT,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,26-30,BLACK
1/29/2019 8:25,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,MOUNT  AUBURN,99 - NONE,51-60,WHITE,UNKNOWN,NA
6/10/2019 17:42,J--CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,NORTHSIDE,99 - NONE,31-40,BLACK,26-30,BLACK
5/22/2019 13:50,J--CLOSED,THEFT,29-GAS STATION,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,PLEASANT RIDGE,99 - NONE,UNKNOWN,NA,41-50,BLACK
7/11/2019 21:35,Z--EARLY CLOSED,THEFT,19-DRY CLEANERS/LAUNDRY,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,NA,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,18-25,WHITE,UNKNOWN,NA
4/13/2019 21:30,H--WARRANT ISSUED,FELONIOUS ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,NORTH AVONDALE,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),18-25,BLACK,18-25,BLACK
4/4/2019 4:47,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,MOUNT  ADAMS,U - UNKNOWN,18-25,WHITE,UNKNOWN,NA
2/24/2019 17:47,Z--EARLY CLOSED,THEFT,03-RESIDENTIAL FACILITY,23G-THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,N--NO BIAS/NOT APPLICABLE,THURSDAY,COLLEGE  HILL,99 - NONE,61-70,BLACK,UNKNOWN,NA
2/25/2019 15:00,Z--EARLY CLOSED,THEFT,13-PARKING GARAGE,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,18-25,WHITE,UNKNOWN,NA
4/1/2019 12:00,K--UNFOUNDED,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,AVONDALE,99 - NONE,JUVENILE (UNDER 18),BLACK,UNDER 18,BLACK
4/4/2019 4:47,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,MOUNT  ADAMS,U - UNKNOWN,18-25,UNKNOWN,UNKNOWN,NA
4/8/2019 21:08,K--UNFOUNDED,AGGRAVATED MENACING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,WALNUT HILLS,12 - HANDGUN,51-60,BLACK,31-40,BLACK
5/22/2019 21:11,J--CLOSED,THEFT,01-SINGLE FAMILY HOME,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,NORTHSIDE,99 - NONE,UNKNOWN,NA,26-30,WHITE
4/26/2019 11:35,H--WARRANT ISSUED,FORGERY,16-FINANCIAL INSTITUTION,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,PLEASANT RIDGE,U - UNKNOWN,61-70,BLACK,26-30,WHITE
7/26/2019 15:09,I--INVESTIGATION PENDING,RAPE,77-OTHER,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,NORTH AVONDALE,99 - NONE,JUVENILE (UNDER 18),BLACK,UNKNOWN,NA
2/13/2019 7:30,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,TUESDAY,CAMP  WASHINGTON,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
5/13/2019 13:00,Z--EARLY CLOSED,THEFT,47-STREET,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,FRIDAY,C. B. D. / RIVERFRONT,U - UNKNOWN,UNKNOWN,NA,UNKNOWN,NA
3/7/2019 14:25,F--CLEARED BY ARREST - ADULT,THEFT,40-OTHER RETAIL STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,THURSDAY,WESTWOOD,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
4/23/2019 15:00,H--WARRANT ISSUED,THEFT,28-RESTAURANT,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,TUESDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,UNKNOWN,NA,31-40,BLACK
2/20/2019 14:10,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23G-THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,N--NO BIAS/NOT APPLICABLE,TUESDAY,NORTHSIDE,99 - NONE,18-25,WHITE,UNKNOWN,NA
6/28/2019 8:19,Z--EARLY CLOSED,THEFT,22-OTHER BUSINESS OFFICE,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,FRIDAY,HARTWELL,99 - NONE,41-50,BLACK,UNKNOWN,NA
4/22/2019 3:40,F--CLEARED BY ARREST - ADULT,VIOLATE PROTECTION ORDER/CONSENT AGREEMENT,52-OTHER OUTSIDE LOCATION,NA,88--DOMESTIC VIOLENCE,MONDAY,NORTHSIDE,12 - HANDGUN,41-50,BLACK,41-50,BLACK
3/21/2019 10:06,J--CLOSED,TAKING THE IDENTITY OF ANOTHER,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,C. B. D. / RIVERFRONT,99 - NONE,26-30,WHITE,UNKNOWN,NA
7/9/2019 21:31,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,PLEASANT RIDGE,U - UNKNOWN,26-30,WHITE,UNKNOWN,NA
2/4/2019 17:27,J--CLOSED,THEFT,08-SCHOOL,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,MONDAY,SOUTH  FAIRMOUNT,99 - NONE,41-50,WHITE,UNKNOWN,NA
2/13/2019 23:07,F--CLEARED BY ARREST - ADULT,INDUCING PANIC,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,CLIFTON/UNIVERSITY HEIGHTS,15 - OTHER FIREARM,UNDER 18,WHITE,UNKNOWN,NA
6/7/2019 0:40,F--CLEARED BY ARREST - ADULT,DOMESTIC VIOLENCE,47-STREET,NA,88--DOMESTIC VIOLENCE,FRIDAY,SOUTH  FAIRMOUNT,80 - OTHER WEAPON,26-30,WHITE,UNKNOWN,NA
3/30/2019 23:56,J--CLOSED,RAPE,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,WALNUT HILLS,99 - NONE,ADULT (18+),BLACK,UNKNOWN,UNKNOWN
4/26/2019 22:39,J--CLOSED,THEFT,48-PARKING LOT,24O-MOTOR VEHICLE THEFT,N--NO BIAS/NOT APPLICABLE,FRIDAY,PLEASANT RIDGE,99 - NONE,26-30,BLACK,UNKNOWN,BLACK
7/13/2019 16:34,J--CLOSED,THEFT,47-STREET,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,SATURDAY,PLEASANT RIDGE,U - UNKNOWN,OVER 70,WHITE,UNDER 18,BLACK
6/6/2019 18:00,J--CLOSED,THEFT,29-GAS STATION,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,THURSDAY,PLEASANT RIDGE,99 - NONE,UNKNOWN,NA,UNKNOWN,BLACK
6/7/2019 20:28,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,28-RESTAURANT,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,CLIFTON,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
1/26/2019 12:59,J--CLOSED,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,OVER-THE-RHINE,99 - NONE,31-40,UNKNOWN,UNKNOWN,NA
7/25/2019 14:02,I--INVESTIGATION PENDING,THEFT,48-PARKING LOT,24O-MOTOR VEHICLE THEFT,N--NO BIAS/NOT APPLICABLE,THURSDAY,EAST WALNUT HILLS,99 - NONE,31-40,WHITE,UNKNOWN,NA
7/15/2019 9:23,J--CLOSED,THEFT,33-DRUGSTORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,SUNDAY,ROSELAWN,99 - NONE,UNKNOWN,NA,18-25,BLACK
5/13/2019 21:10,J--CLOSED,AGGRAVATED ROBBERY,29-GAS STATION,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,CLIFTON,12 - HANDGUN,UNKNOWN,NA,UNKNOWN,BLACK
7/8/2019 3:38,I--INVESTIGATION PENDING,AGGRAVATED ROBBERY,38-VARIETY/CONVENIENCE STORE,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,PLEASANT RIDGE,12A - AUTOMATIC HANDGUN,UNKNOWN,NA,18-25,BLACK
7/20/2019 21:03,K--UNFOUNDED,BURGLARY,01-SINGLE FAMILY CONDO,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,EAST WALNUT HILLS,99 - NONE,OVER 70,WHITE,UNKNOWN,NA
6/24/2019 1:00,I--INVESTIGATION PENDING,RAPE,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,LOWER PRICE  HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",JUVENILE (UNDER 18),BLACK,UNKNOWN,BLACK
6/24/2019 1:00,I--INVESTIGATION PENDING,RAPE,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,LOWER PRICE  HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",JUVENILE (UNDER 18),BLACK,UNKNOWN,BLACK
6/4/2019 9:00,J--CLOSED,THEFT,42-OTHER BUILDING,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,MONDAY,WEST  END,U - UNKNOWN,18-25,BLACK,31-40,WHITE
1/22/2019 11:35,J--CLOSED,MENACING,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,NORTHSIDE,99 - NONE,41-50,WHITE,26-30,BLACK
3/8/2019 23:00,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,THURSDAY,HARTWELL,99 - NONE,UNDER 18,WHITE,UNKNOWN,NA
3/5/2019 17:00,D--VICTIM REFUSED TO COOPERATE,RAPE,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,WINTON HILLS,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,31-40,BLACK
3/17/2019 15:27,H--WARRANT ISSUED,THEFT,28-RESTAURANT,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,SUNDAY,OAKLEY,99 - NONE,UNKNOWN,NA,18-25,BLACK
1/6/2019 2:15,J--CLOSED,ASSAULT,26-BAR,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,C. B. D. / RIVERFRONT,99 - NONE,18-25,BLACK,31-40,BLACK
1/6/2019 2:15,J--CLOSED,ASSAULT,26-BAR,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,C. B. D. / RIVERFRONT,99 - NONE,18-25,BLACK,31-40,BLACK
1/6/2019 2:15,J--CLOSED,ASSAULT,26-BAR,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,C. B. D. / RIVERFRONT,99 - NONE,18-25,BLACK,31-40,BLACK
1/6/2019 2:15,J--CLOSED,ASSAULT,26-BAR,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,C. B. D. / RIVERFRONT,99 - NONE,18-25,BLACK,31-40,BLACK
4/26/2019 9:35,I--INVESTIGATION PENDING,THEFT,10-CHURCH,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,THURSDAY,OVER-THE-RHINE,U - UNKNOWN,UNKNOWN,NA,UNKNOWN,NA
4/12/2019 22:10,F--CLEARED BY ARREST - ADULT,DOMESTIC VIOLENCE,02-MULTI FAMILY APARTMENT,NA,88--DOMESTIC VIOLENCE,FRIDAY,NORTHSIDE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,WHITE,31-40,BLACK
3/21/2019 14:43,F--CLEARED BY ARREST - ADULT,ASSAULT,01-SINGLE FAMILY HOME,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,HARTWELL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,WHITE,UNKNOWN,NA
6/4/2019 16:00,I--INVESTIGATION PENDING,RAPE,18-HOTEL/MOTEL,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,CLIFTON,99 - NONE,JUVENILE (UNDER 18),BLACK,31-40,BLACK
2/13/2019 23:07,F--CLEARED BY ARREST - ADULT,AGGRAVATED MENACING,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,CLIFTON/UNIVERSITY HEIGHTS,15 - OTHER FIREARM,51-60,BLACK,UNKNOWN,NA
5/24/2019 3:46,F--CLEARED BY ARREST - ADULT,CRIMINAL DAMAGING/ENDANGERING,38-VARIETY/CONVENIENCE STORE,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,PLEASANT RIDGE,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
3/5/2019 14:00,Z--EARLY CLOSED,THEFT,08-SCHOOL,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,TUESDAY,WALNUT HILLS,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",UNDER 18,BLACK,UNKNOWN,NA
4/10/2019 12:59,Z--EARLY CLOSED,THEFT,13-PARKING GARAGE,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,TUESDAY,C. B. D. / RIVERFRONT,U - UNKNOWN,18-25,WHITE,UNKNOWN,NA
2/13/2019 23:07,F--CLEARED BY ARREST - ADULT,INDUCING PANIC,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,CLIFTON/UNIVERSITY HEIGHTS,15 - OTHER FIREARM,UNKNOWN,NA,UNKNOWN,NA
6/30/2019 1:03,F--CLEARED BY ARREST - ADULT,ASSAULT,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,PADDOCK  HILLS,99 - NONE,41-50,BLACK,UNKNOWN,NA
6/15/2019 12:03,K--UNFOUNDED,THEFT,28-RESTAURANT,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,FRIDAY,WESTWOOD,99 - NONE,UNKNOWN,NA,UNDER 18,BLACK
3/8/2019 16:42,J--CLOSED,ASSAULT,38-VARIETY/CONVENIENCE STORE,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,NORTHSIDE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",31-40,WHITE,31-40,BLACK
5/24/2019 3:46,F--CLEARED BY ARREST - ADULT,CRIMINAL DAMAGING/ENDANGERING,38-VARIETY/CONVENIENCE STORE,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,PLEASANT RIDGE,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
6/10/2019 8:41,H--WARRANT ISSUED,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,OVER-THE-RHINE,99 - NONE,51-60,WHITE,18-25,WHITE
6/10/2019 8:41,H--WARRANT ISSUED,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,OVER-THE-RHINE,99 - NONE,51-60,WHITE,18-25,WHITE
5/1/2019 8:00,I--INVESTIGATION PENDING,SEXUAL BATTERY,18-HOTEL/MOTEL,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,CLIFTON,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",31-40,BLACK,UNKNOWN,UNKNOWN
7/9/2019 12:11,Z--EARLY CLOSED,THEFT,47-STREET,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,FRIDAY,CORRYVILLE,U - UNKNOWN,18-25,WHITE,UNKNOWN,NA
7/30/2019 13:00,NA,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,FRIDAY,COLLEGE  HILL,U - UNKNOWN,41-50,WHITE,UNKNOWN,NA
7/27/2019 10:10,F--CLEARED BY ARREST - ADULT,THEFT,38-VARIETY/CONVENIENCE STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,SATURDAY,CORRYVILLE,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
2/28/2019 19:00,J--CLOSED,RAPE,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,MADISONVILLE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),WHITE,31-40,BLACK
6/28/2019 8:19,Z--EARLY CLOSED,ASSAULT,29-GAS STATION,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,HARTWELL,99 - NONE,41-50,BLACK,UNKNOWN,NA
5/4/2019 9:30,I--INVESTIGATION PENDING,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,MOUNT AIRY,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",JUVENILE (UNDER 18),BLACK,31-40,BLACK
5/28/2019 12:00,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,28-RESTAURANT,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,CORRYVILLE,U - UNKNOWN,UNKNOWN,NA,18-25,BLACK
6/10/2019 8:41,H--WARRANT ISSUED,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,OVER-THE-RHINE,99 - NONE,51-60,WHITE,18-25,BLACK
3/11/2019 8:33,D--VICTIM REFUSED TO COOPERATE,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,BONDHILL,99 - NONE,JUVENILE (UNDER 18),BLACK,UNDER 18,BLACK
4/27/2019 14:34,Z--EARLY CLOSED,THEFT,38-VARIETY/CONVENIENCE STORE,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,FRIDAY,NORTHSIDE,99 - NONE,31-40,WHITE,UNKNOWN,NA
7/18/2019 14:45,J--CLOSED,THEFT,16-FINANCIAL INSTITUTION,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,SUNDAY,HYDE PARK,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
7/10/2019 19:00,I--INVESTIGATION PENDING,TAKING THE IDENTITY OF ANOTHER,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,C. B. D. / RIVERFRONT,99 - NONE,26-30,WHITE,UNKNOWN,NA
